cruise,date,station,depth,btl_sal,btl_temp,PO4,SiO2,NO2,NO3NO2,BSi,LSi,CHL,POC,PON,NO3,mld,strat,N2P,N2Si,Si2P,TChla,TChlb,TChlc,ABCar,Butfuco,Hexfuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MVChla,DVChla,Chlide,MVChlb,DVChlb,Chlc1c2,Chlc3,Lut,Neo,Viola,Phytin,Phide,Pras,Gyro,DVChla_lod_mod,Pras_lod_mod,mdl_TChla,mdl_Fuco,mdl_Perid,mdl_TChlb,mdl_Hex,mdl_Zea
226,20110322,1,0,33.2071,12.1351,0.59601262,9.33599368,0.26812,7.8948122,4.783698671,2.813767845,7.634873121,639.4825397,113.9238095,7.6266922,NaN,NaN,12.79619247,0.816912742,15.66408725,5.023,0.119,1.125,0.171,0.007,0.022,0.156,0.363,0.036,2.349,0.089,0,3.578,0,1.445,0.119,0,1.099,0.026,0,0.022,0.02,0.048,0.391,0.021,0,0,0.021,7.057431508,2.960127923,0,0.17050239,0,0.033855945
226,20110322,2,0,33.6467,11.758,0.51737375,10.12320192,0.261494,6.7450691,5.120617579,0.266976156,8.877438366,636.9936508,129.7126984,6.4835751,NaN,NaN,12.53170479,0.640466836,19.56651631,4.857,0.127,1.535,0.199,0.009,0.026,0.164,0.578,0.066,2.416,0.117,0,1.868,0,2.989,0.127,0,1.482,0.053,0,0.036,0.036,0.048,1.037,0.041,0,0,0.041,6.705523951,3.701009472,0,0.16646995,0,0.05093227
226,20110322,3,0,33.3622,12.1119,0.45313841,6.94339256,0.192454,7.56921,0.971266565,0.117849269,2.080803705,183,37.57460317,7.376756,NaN,NaN,16.2792556,1.062413789,15.32289562,1.466,0.078,0.298,0.056,0.012,0.045,0.037,0.199,0.023,0.716,0.051,0.008,1.249,0,0.217,0.078,0,0.265,0.033,0.006,0.013,0.019,0.012,0.076,0.023,0,0,0.023,1.818451334,0.617892969,0.024456565,0.110337582,0.144702009,0.014624542
226,20110322,4,0,33.4057,11.4388,0.69032184,11.01943544,0.214923,10.7812859,1.942827159,0.234997005,3.086689856,240.531746,53.16507937,10.5663629,NaN,NaN,15.30642997,0.958884233,15.96275071,3.183,0.099,0.612,0.099,0.018,0.062,0.074,0.205,0.024,1.232,0.053,0,2.919,0,0.264,0.099,0,0.568,0.044,0,0.016,0.023,0.03,0.161,0.027,0,0,0.027,3.388230638,1.675411735,0,0.098227774,0.051622076,0.00955411
226,20110322,4,10,33.4069,11.3958,0.77141675,11.07183064,0.20321,10.646416,NaN,NaN,3.737557366,NaN,NaN,10.443206,NaN,NaN,13.53769671,0.943223062,14.35259299,3.612,0.118,0.657,0.109,0,0.069,0.045,0.146,0.017,1.453,0.055,0,3.346,0,0.266,0.118,0,0.606,0.051,0,0.015,0.025,0.039,0.157,0.038,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,20110322,4,20,33.5503,11.0114,0.98711371,14.39269832,0.238711,14.4706364,NaN,NaN,3.481155014,NaN,NaN,14.2319254,NaN,NaN,14.41771627,0.98882955,14.58058801,2.641,0.081,0.51,0.07,0.011,0.034,0.008,0.069,0.004,1.2,0.041,0,2.298,0,0.343,0.081,0,0.434,0.076,0,0.01,0.008,0.032,0.173,0.022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,20110322,4,30,33.708,10.3225,1.31442663,19.00121704,0.272163,18.4247129,NaN,NaN,2.376652573,NaN,NaN,18.1525499,NaN,NaN,13.81024204,0.955336169,14.45589781,1.829,0.023,0.365,0.051,0,0.009,0.003,0.052,0.005,0.891,0.011,0,1.557,0,0.272,0.023,0,0.309,0.056,0,0.003,0.003,0.034,0.179,0.005,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,20110322,4,50,33.807,9.3092,1.68915994,29.24505896,0.215702,26.3225853,NaN,NaN,0.244568398,NaN,NaN,26.1068833,NaN,NaN,15.45554253,0.892693817,17.31337469,0.183,0.007,0.033,0.007,0,0.006,0,0.007,0,0.093,0,0,0.179,0,0.004,0.007,0,0.026,0.007,0,0,0,0.009,0.051,0.002,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,20110322,4,75,33.9563,9.3046,1.85958215,33.74429552,0.10352,29.8638857,NaN,NaN,0.096643964,NaN,NaN,29.7603657,NaN,NaN,16.00379187,0.88193768,18.14617091,0.0615,0,0.01,0.0035,0,0,0,0.003,0,0.034,0,0,0.0605,0,0.001,0,0,0.009,0.001,0,0,0,0.007,0.04,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,1,0,33.4777,13.7075,0.32902691,5.97109448,0.243912,3.7213682,5.38023083,5.776273877,11.39018142,766.3079365,149.9,3.4774562,15,0.017626371,10.56891122,0.582381708,18.14773898,11.187,0.369,1.637,0.42,0.015,0.039,0.08,1.09,0.434,5.443,0.079,0.051,9.242,0,1.945,0.369,0,1.591,0.046,0.039,0.058,0.039,0.105,0.105,0.098,0,0,0.098,11.87077578,5.361318225,0.038184144,0.364299906,0.138627978,0.081426751
227,20110413,2,0,33.5021,13.4065,0.29562399,1.48531656,0.198055,3.1196264,3.542910361,0.180496048,5.011679824,362.531746,69.95396825,2.9215714,16,0.019634048,9.882727718,1.966968846,5.024343796,4.64,0.082,0.846,0.158,0.01,0.06,0.012,0.728,0.331,2.494,0.013,0.031,4.146,0,0.494,0.082,0,0.755,0.091,0.011,0.016,0.015,0.033,0.048,0.024,0,0,0.024,5.476436128,2.881052636,0.070839276,0.05458995,0.062375329,0.066302099
227,20110413,3,0,33.4844,13.065,0.47875902,4.334226,0.159098,5.5252747,0.036869031,0.08714902,0.527597148,152.8396825,37.97460317,5.3661767,11,0.017930888,11.208513,1.238093422,9.053043011,0.594,0.054,0.133,0.028,0.006,0.178,0.01,0.091,0.09,0.126,0,0.019,0.588,0,0.006,0.054,0,0.06,0.073,0.014,0.007,0.009,0.007,0.017,0.018,0,0,0.018,0.540863235,0.103259138,0,0.08803987,0.135225117,0.050459554
227,20110413,4,0,33.5202,12.5196,0.58219303,6.33273992,0.176038,6.4605981,0.117881195,0.083398606,0.887546604,171.0857143,42.37142857,6.2845601,15,0.013090034,10.79463301,0.992391947,10.87738876,0.751,0.04,0.212,0.019,0.006,0.054,0.003,0.072,0.008,0.316,0,0,0.726,0,0.025,0.04,0,0.109,0.103,0,0.006,0.006,0.01,0.02,0.013,0,0,0.013,1.317292898,0.557536448,0,0.035821482,0.138682893,0.003533857
227,20110413,4,5,33.517,12.4936,0.57385394,6.56356688,0.170638,6.5086494,0.11737668,0.088434071,0.956578007,NaN,NaN,6.3380114,15,0.013090034,11.04464213,0.965635228,11.43769594,0.759,0.037,0.228,0.018,0.005,0.053,0.003,0.062,0.008,0.307,0,0,0.712,0,0.047,0.037,0,0.118,0.11,0,0.005,0.005,0.012,0.027,0.01,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,4,10,33.5912,11.8441,0.70982466,9.61362168,0.183326,8.4955794,0.194707724,0.110369573,1.528552485,NaN,NaN,8.3122534,15,0.013090034,11.7102911,0.86463288,13.54365694,1.255,0,0.437,0.024,0.005,0.051,0,0.057,0.003,0.546,0,0,1.175,0,0.08,0,0,0.222,0.215,0,0,0,0.022,0.064,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,4,20,33.6654,11.0329,1.23182531,18.02607248,0.24348,16.9895946,0.209894287,0.285080433,0.563099012,NaN,NaN,16.7461146,15,0.013090034,13.59455311,0.928994079,14.6336273,0.522,0,0.199,0.012,0,0.017,0,0.026,0,0.28,0,0,0.484,0,0.038,0,0,0.094,0.105,0,0,0,0.016,0.078,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,4,30,33.6921,10.6536,1.3826283,21.04238968,0.290887,19.724045,0.291276943,0.160630479,0.585780759,NaN,NaN,19.433158,15,0.013090034,14.05522945,0.923524291,15.21912265,0.484,0.005,0.195,0.013,0.004,0.007,0,0.021,0,0.302,0,0,0.446,0,0.038,0.005,0,0.09,0.105,0,0,0,0.019,0.104,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,4,50,33.715,10.2929,1.54212928,24.33898272,0.314806,22.7142509,0.699252848,0.377987946,0.522666333,NaN,NaN,22.3994449,15,0.013090034,14.52501109,0.920311467,15.78271228,0.441,0.006,0.179,0.013,0,0.006,0,0.019,0,0.284,0,0,0.389,0,0.052,0.006,0,0.084,0.095,0,0,0,0.028,0.162,0.002,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,4,75,33.9162,9.3879,1.85864804,34.54558744,0.26753,29.3532184,0.660979579,0.384199514,0.087768498,NaN,NaN,29.0856884,15,0.013090034,15.6488414,0.841950899,18.58640619,0.072,0,0.024,0.004,0,0,0,0.004,0,0.05,0,0,0.068,0,0.004,0,0,0.014,0.01,0,0,0,0.011,0.093,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,20110413,5,0,33.6193,11.5843,0.9252733,12.63436408,0.233145,11.8470396,0.299310451,0.152883583,0.877684975,114.384127,32.17777778,11.6138946,49,0.001904419,12.55185317,0.919230642,13.65473756,0.714,0,0.251,0.017,0.005,0.071,0,0.04,0.006,0.331,0,0,0.699,0,0.015,0,0,0.117,0.134,0,0,0,0.012,0.099,0,0,0,0,1.222836947,0.488024272,0,0.009615851,0.190068194,0
228,20110512,1,0,NaN,13.8687,0.237783,2.152147,0.01508156,0,8.024512795,0.758650837,8.794600683,1299.7,154.1984127,0,NaN,NaN,0,0,9.050886733,6.764,0,2.562,0.451,0.013,0.069,0.013,1.255,0.148,3.283,0.017,0.019,1.871,0,4.893,0,0,1.999,0.563,0,0.026,0.019,0.059,0.41,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,2,0,33.5556,13.0369,0.622539,7.260468,0.12458389,6.31948386,2.552664249,0.258461916,2.859872391,354.6190476,59.21587302,6.19489997,19,0.014642836,9.951023101,0.853237005,11.66267174,2.1145,0,0.573,0.1395,0.0075,0.045,0.0105,0.306,0.126,0.941,0,0.01,1.1345,0,0.98,0,0,0.4,0.173,0,0.0075,0.0085,0.013,0.0535,0,0,0,0,2.738142983,1.541294046,0,0.140612988,0.054550298,0.005349173
228,20110512,3,0,33.6741,13.3399,0.5503,4.824133,0.14543307,4.743094377,2.531442207,0.199101496,3.076828227,307.747619,56.03650794,4.597661307,28,0.011792417,8.354827016,0.953054426,8.766369253,2.9355,0,0.9125,0.11,0.023,0.2065,0.007,0.5915,0.18,1.484,0.009,0.0085,2.285,0,0.6505,0,0,0.5255,0.387,0,0.009,0.011,0.0215,0.053,0,0,0,0,2.710216701,1.032976962,0.03997252,0.032119232,0.289856599,0
228,20110512,4,0,33.7063,12.9149,0.555477,2.685332,0.11202433,3.742929514,2.617236689,0.21207476,NaN,284.3492063,54.24761905,3.630905184,23,0.009018873,6.5365536,1.352125243,4.834281167,3.306,0,1.011,0.086,0.014,0.063,0.012,0.34,0.042,1.579,0,0.004,3.003,0,0.303,0,0,0.627,0.384,0,0.01,0.005,0.057,0.158,0,0,0,0,3.370081484,1.283197803,0.159344525,0.012972026,0.207086861,0.002883737
228,20110512,4,5,33.7068,12.7431,0.538751,2.518174,0.09093847,3.819761714,3.199036683,0.317168376,4.477179536,NaN,NaN,3.728823244,23,0.009018873,6.921236794,1.48076473,4.674096197,4.165,0,1.411,0.114,0.021,0.081,0.022,0.327,0.015,2.378,0,0.003,2.693,0,1.472,0,0,0.89,0.521,0,0.006,0.006,0.111,0.298,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,4,10,33.7002,12.5826,0.596274,3.528509,0.14856326,5.188529792,3.446058587,0.401466608,5.246386593,NaN,NaN,5.039966532,23,0.009018873,8.452433834,1.428355867,5.917596608,4.567,0,1.595,0.116,0.022,0.041,0.016,0.207,0.009,2.612,0,0.003,3.124,0,1.443,0,0,0.961,0.634,0,0,0.006,0.236,0.519,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,4,20,33.7517,11.8482,0.874465,6.373176,0.1894119,9.950829875,3.632804343,0.308493022,3.777003882,NaN,NaN,9.761417975,23,0.009018873,11.16273147,1.531641049,7.288085858,3.873,0,1.132,0.092,0,0.008,0,0.14,0.006,1.999,0,0,3.614,0,0.259,0,0,0.669,0.463,0,0,0,0.134,0.825,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,4,30,33.7589,11.6659,0.942237,7.573297,0.21826552,11.05931737,3.199036683,0.148951458,3.382538724,NaN,NaN,10.84105185,23,0.009018873,11.50565288,1.431483784,8.037571227,3.419,0,0.994,0.087,0,0,0,0.128,0.005,1.841,0,0,3.163,0,0.256,0,0,0.601,0.393,0,0,0,0.103,0.684,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,4,50,33.8236,10.3291,1.525127,22.120741,0.22211254,22.92415905,2.217011667,0.18127292,1.469382711,NaN,NaN,22.70204651,23,0.009018873,14.88534824,1.026278754,14.50419604,1.528,0,0.425,0.038,0,0,0,0.058,0.003,0.882,0,0,1.499,0,0.029,0,0,0.268,0.157,0,0,0,0.07,0.407,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,4,75,33.8855,9.6856,1.48493,28.332293,0.18805099,26.8555008,1.093577229,0.180065883,0.316558289,NaN,NaN,26.66744981,23,0.009018873,17.9587252,0.941238671,19.07988457,0.281,0,0.081,0.013,0,0,0,0.015,0.001,0.167,0,0,0.271,0,0.01,0,0,0.051,0.03,0,0,0,0.049,0.305,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,20110512,5,0,33.6903,12.6753,0.628472,5.65755,0.14529145,6.527108807,2.898174789,0.569832902,3.313507322,278.6285714,56.23492063,6.381817357,26,0.013447833,10.15449751,1.128017845,9.002071691,2.699,0,0.9705,0.1075,0.0135,0.0645,0.008,0.32,0.0685,1.585,0.0095,0.0055,1.3945,0,1.3045,0,0,0.5955,0.375,0,0.006,0.007,0.035,0.2405,0,0,0,0,3.065187378,1.327733481,0.016378754,0.033432287,0.174456872,0
228,20110512,6,0,33.6778,12.1541,0.706833,9.614839,0.2026039,9.558908715,3.352205805,0.401420321,4.565934196,398.2222222,77.89365079,9.356304815,35,0.007977582,13.23693831,0.973110919,13.60270248,4.2135,0,1.256,0.1935,0.011,0.0445,0.007,0.3795,0.078,2.054,0.009,0.0095,2.613,0,1.6005,0,0,0.8635,0.3925,0,0.0075,0.0125,0.053,0.237,0,0,0,0,4.628131314,2.471847785,0,0.031897588,0.053301631,0.003648378
228,20110512,7,0,33.7303,12.1349,0.789467,8.180348,0.24919397,9.925076593,3.602542501,0.690816726,4.023544605,272.8349206,53.85079365,9.675882623,58,0.002076021,12.25622176,1.182820416,10.36186186,3.853,0.012,1.092,0.122,0.0085,0.0205,0.0065,0.2535,0.042,2.115,0,0.008,2.738,0,1.115,0.012,0,0.7605,0.3315,0,0.0065,0.013,0.043,0.203,0,0,0,0,4.506634129,2.152033451,0.10130243,0,0.141520643,0
229,20110614,1,0,34.2274,14.8289,0.112094,0,0.02524522,0,1.106765949,0.124688308,1.272150132,316.7349206,46.1,0,10,0.022192861,0,NaN,0,1.083,0,0.209,0.034,0.006,0.025,0.007,0.099,0.055,0.526,0.023,0.015,0.934,0,0.149,0,0,0.196,0.013,0,0,0,0.01,0.02,0,0,0,0,2.030344777,1.31091303,0,0.022703811,0.05945901,0.036407121
229,20110614,2,0,34.3034,14.7861,0.197045,0.612779,0.04671811,0,1.779856715,0.391261597,1.784954837,310.9412698,50.27301587,0,NaN,NaN,0,0,3.109842929,1.236,0.025,0.25,0.05,0.018,0.064,0.015,0.196,0.065,0.648,0.016,0.04,1.071,0,0.165,0.025,0,0.217,0.033,0.006,0.006,0.008,0.011,0.016,0,0,0,0,2.559989219,1.558374604,0,0.042116745,0.031132984,0.034644461
229,20110614,3,0,34.3269,15.3478,0.188476,1.592347,0.0575016,0.223612414,1.311808967,0.092419565,1.262288504,207.0968254,37.15873016,0.166110814,NaN,NaN,0.88133669,0.104318226,8.448539867,1.2185,0.018,0.2325,0.0415,0.014,0.0535,0.008,0.1595,0.047,0.613,0.03,0.0215,1.124,0,0.0945,0.018,0,0.208,0.0245,0.004,0.005,0.0065,0.032,0.0205,0,0,0,0,2.018367435,1.149238721,0.114435743,0.028410772,0,0.026900024
229,20110614,4,0,33.827,13.4879,0.199072,1.126056,0.11904616,0.290130541,5.859123355,0.282057115,9.553946111,1168.965079,133.9301587,0.171084381,NaN,0.014713627,0.859409565,0.151932391,5.656526282,4.848,0.011,2.102,0.245,0,0.026,0.014,1.123,0.203,5.363,0.02,0.049,1.488,0,3.36,0.011,0,2.009,0.093,0,0.021,0.012,0.064,1.772,0,0,0,0,4.050694912,3.084147784,0,0.074416886,0.055056435,0.044771063
229,20110614,4,5,33.8127,12.5875,0.32551,2.079986,0.12906044,1.945507615,6.523665762,0.382968135,13.08835392,NaN,NaN,1.816447175,NaN,0.014713627,5.580311434,0.873297789,6.389929649,8.458,0,2.855,0.251,0,0.022,0.03,0.656,0.041,6.814,0,0.023,5.663,0,2.795,0,0,2.715,0.14,0,0.016,0.012,0.231,1.983,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,20110614,4,10,33.8177,11.4877,0.945711,10.346748,0.22116291,11.46024713,6.735971367,0.415045874,14.27569404,NaN,NaN,11.23908422,NaN,0.014713627,11.88426932,1.086243158,10.9407081,13.5055,0.0155,2.7215,0.292,0,0,0.011,0.331,0.015,6.896,0,0.005,12.569,0,0.9365,0.0155,0,2.5765,0.145,0,0.006,0.017,0.2875,1.129,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,20110614,4,20,33.7994,10.7258,1.363225,18.798685,0.25558724,18.45694955,2.092509457,0.185356861,3.743474343,NaN,NaN,18.20136231,NaN,0.014713627,13.35169345,0.968225294,13.78986228,3.249,0,0.547,0.074,0,0,0,0.086,0.008,1.543,0,0,3.102,0,0.147,0,0,0.517,0.03,0,0,0,0.142,0.288,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,20110614,4,30,33.8216,10.4989,1.48349,21.874729,0.27527436,20.90441555,2.0986146,0.207758048,2.859872391,NaN,NaN,20.62914119,NaN,0.014713627,13.90581749,0.943058138,14.74545093,3.079,0.005,0.532,0.076,0,0,0.002,0.091,0.007,1.433,0,0,2.979,0,0.1,0.005,0,0.486,0.046,0,0,0.002,0.144,0.304,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,20110614,4,50,33.8784,10.1865,1.712172,26.65716,0.37465765,24.37318505,1.097967096,0.265646775,0.394465157,NaN,NaN,23.9985274,NaN,0.014713627,14.01642323,0.900265722,15.56920683,0.437,0.006,0.078,0.019,0,0.002,0.002,0.02,0.004,0.225,0,0,0.398,0,0.039,0.006,0,0.069,0.009,0,0,0,0.095,0.366,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,20110614,4,75,33.9411,9.6533,1.46241,30.119583,0.12799538,28.5418205,0.749741696,1.520266415,0.216955837,NaN,NaN,28.41382512,NaN,0.014713627,19.42945215,0.943367148,20.5958541,0.128,0,0.03,0.006,0,0,0,0.006,0.001,0.073,0,0.002,0.123,0,0.005,0,0,0.025,0.005,0,0,0,0.031,0.165,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,20110614,5,0,33.8297,12.3569,0.513503,5.495127,0.14935187,4.982534588,8.985426949,0.571149223,13.75105539,778.2444444,137.1095238,4.833182718,29,0.007982874,9.4121801,0.879539766,10.70125588,11.61,0.01,2.743,0.342,0,0.014,0.027,1.061,0.099,7.195,0.019,0.015,8.981,0,2.629,0.01,0,2.652,0.091,0,0.021,0.021,0.496,1.331,0,0,0,0,9.991548753,5.922318035,0.003859459,0,0,0.007574107
229,20110614,6,0,33.8311,12.4232,0.457034,2.419663,0.13139135,2.848692758,7.691962452,0.609028327,10.21664758,649.9619048,116.8412698,2.717301408,32,0.006730391,5.945512605,1.123008207,5.294273511,7.7225,0.0105,2.1455,0.2625,0,0.015,0.013,1.0205,0.0775,5.393,0.0235,0.0195,4.558,0,3.1645,0.0105,0,2.044,0.1015,0,0.0215,0.0185,0.1875,1.3295,0,0,0,0,5.305966189,3.216546769,0.073202314,0.001,0,0
229,20110614,7,0,33.8313,12.1754,0.586718,4.079378,0.19394956,4.581435116,10.27914196,0.62413806,18.0586149,703.3698413,147.0444444,4.387485556,57,0.001214673,7.478014235,1.075528072,6.952876851,16.086,0.013,3.588,0.456,0,0.018,0.023,0.746,0.096,9.193,0,0.009,13.035,0,3.051,0.013,0,3.472,0.116,0,0.013,0.025,0.281,1.245,0,0,0,0,11.68687686,6.959830508,0,0,0,0.001
230,20110726,1,0,33.5509,17.5316,0.100383,0.381357,0.05733185,0.226288,0.48370894,0.251466612,0.481247492,207.947619,34.86190476,0.16895615,7,0.026492519,1.683115169,0.443039331,3.799019754,0.505,0.021,0.097,0.029,0.026,0.061,0.008,0.071,0.074,0.096,0.076,0.031,0.462,0.006,0.037,0.021,0,0.067,0.03,0.003,0,0.005,0.005,0,0,0,0.006,0,0.283795905,0.185538824,0,0,0.109092052,0.052601259
230,20110726,2,0,33.5597,18.3468,0.114338,0.599099,0.02920476,0,0.350370659,0.101423395,0.442787139,207.584127,30.6015873,0,8,0.031709236,0,0,5.239719079,0.448,0.022,0.081,0.027,0.029,0.063,0.009,0.058,0.076,0.094,0.028,0.036,0.426,0.009,0.013,0.022,0,0.051,0.03,0.004,0,0,0.006,0,0,0,0.009,0,0.35789851,0,0.056728162,0.002627715,0.102741535,0.048428242
230,20110726,3,0,33.5467,17.8925,0.103817,0.569109,0.0242694,0,0.405799909,0.094508077,0.406299112,169.4777778,32.53809524,0,9,0.030365686,0,0,5.481847867,0.3865,0.0185,0.0715,0.0225,0.0285,0.063,0.0055,0.0485,0.067,0.0775,0.0195,0.0375,0.3645,0.0095,0.0125,0.0185,0,0.0415,0.03,0.003,0,0.004,0,0,0,0,0.0095,0,0.048982391,0,0,0,0.076516035,0.057067125
230,20110726,4,0,33.5409,16.3433,0.105988,0,0.05112676,0,1.302395287,0.132821887,1.124225698,341.6380952,46.83809524,0,12,0.018062405,0,NaN,0,1.065,0.031,0.222,0.034,0.013,0.033,0.008,0.112,0.014,0.508,0.019,0.029,0.766,0.004,0.295,0.031,0,0.195,0.027,0.003,0.005,0.006,0.008,0.033,0.006,0,0.004,0.006,0.786725463,0.281987188,0.05764435,0.042457529,0,0.057117071
230,20110726,4,5,33.537,15.8237,0.141125,0,0.06064537,0,1.666477057,0.149974464,1.701130991,NaN,NaN,0,12,0.018062405,0,NaN,0,1.612,0.044,0.356,0.047,0.024,0.044,0.011,0.124,0.024,0.781,0.026,0.028,1.188,0,0.424,0.044,0,0.316,0.04,0.003,0.008,0.012,0.018,0.082,0.009,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,20110726,4,10,33.562,15.3823,0.180161,0.609751,0.0699758,0.461988,2.268280587,0.183437303,4.674412115,NaN,NaN,0.3920122,12,0.018062405,2.175899334,0.642905383,3.384478328,4.433,0.091,0.937,0.103,0,0.047,0.027,0.182,0.015,2.108,0.127,0.013,3.63,0,0.803,0.091,0,0.864,0.073,0,0.013,0.052,0.072,0.171,0.004,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,20110726,4,20,33.5699,13.865,0.331367,2.86386,0.14420796,4.095267,1.541889548,0.141719406,3.155721259,NaN,NaN,3.95105904,12,0.018062405,11.92351393,1.379627161,8.642562476,3.008,0.028,0.612,0.065,0,0.031,0.016,0.068,0.012,1.618,0.039,0.005,2.909,0,0.099,0.028,0,0.532,0.08,0,0,0.005,0.078,0.241,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,20110726,4,30,33.6049,13.6711,0.576154,5.866243,0.18176442,6.88354,0.877727046,0.112886685,1.370766422,NaN,NaN,6.70177558,12,0.018062405,11.63191713,1.142430612,10.18172745,1.327,0.015,0.286,0.029,0,0.016,0.006,0.036,0.005,0.767,0.008,0.004,1.276,0,0.051,0.015,0,0.243,0.043,0,0,0.002,0.059,0.173,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,20110726,4,50,33.4646,11.301,0.948376,14.878793,0.20225955,17.02834895,0.6044608,0.372657803,0.619310297,NaN,NaN,16.8260894,12,0.018062405,17.74200254,1.13087731,15.6887068,0.653,0.033,0.151,0.015,0.012,0.025,0.001,0.017,0.004,0.341,0.003,0.002,0.617,0.004,0.032,0.026,0.007,0.113,0.038,0,0.002,0.001,0.019,0.102,0.005,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,20110726,4,75,33.7295,9.9552,1.535164,24.618269,0.13293268,24.2131766,0.462261661,1.836738051,0.297821194,NaN,NaN,24.08024392,12,0.018062405,15.68577945,0.978145292,16.03624694,0.301,0.005,0.06,0.009,0,0.004,0,0.009,0.004,0.166,0,0.004,0.292,0,0.009,0.005,0,0.052,0.008,0,0,0,0.038,0.089,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,20110726,5,0,33.5289,16.5038,0.191439,0.519932,0.05452564,0,2.609993668,0.227077511,2.59360841,394.5936508,48.61746032,0,15,0.021436527,0,0,2.71591473,2.246,0.0735,0.4825,0.075,0.03,0.067,0.0155,0.1385,0.0595,1.0795,0.0325,0.054,1.538,0.013,0.695,0.0735,0,0.4125,0.07,0.0075,0.011,0.0095,0.0165,0.1225,0.016,0,0.013,0.016,2.739435334,1.324170957,0.167120287,0.057833777,0.048213303,0.057278605
230,20110726,6,0,33.5367,16.68,0.190188,0,0.03327585,0,2.056134588,0.320414843,1.449659453,424.2206349,50.67142857,0,17,0.027410414,0,NaN,0,1.432,0.065,0.289,0.051,0.032,0.061,0.011,0.104,0.037,0.618,0.039,0.041,1.059,0.011,0.362,0.065,0,0.246,0.043,0.004,0.011,0.009,0.013,0.07,0.014,0,0.011,0.014,1.362244986,0.801638015,0.006503189,0.048127965,0.040669336,0.031348341
230,20110726,7,0,33.5306,15.0549,0.228493,0.61614,0.04531161,0.32685,3.389398943,0.281422528,6.364695314,564.984127,82.86190476,0.28153839,36,0.008158509,1.232153239,0.456938991,2.69653775,5.688,0.055,1.119,0.137,0,0.052,0.016,0.269,0.031,2.779,0.063,0.02,4.759,0,0.929,0.055,0,1.039,0.08,0,0.014,0.024,0.077,0.325,0.006,0,0,0.006,7.079564376,3.812419469,0.06157639,0.039978803,0,0.039266917
231,20110907,1,0,33.446,16.5259,0.184834,0,0.037250532,0,1.232709397,1.397331842,0.867823346,387.3349206,61.59047619,0,21,0.008980033,0,NaN,0,0.767,0.03,0.165,0.033,0.01,0.032,0.017,0.079,0.047,0.294,0.048,0.014,0.613,0,0.154,0.03,0,0.143,0.022,0.005,0.005,0.006,0.008,0.104,0,0,0,0,0.696450331,0.149369993,0.103232546,0.018939969,0.040897068,0.04881334
231,20110907,2,0,33.4759,17.6922,0.201526,0,0.0527828,0,0.516167101,0.151575603,0.835279971,236.4380952,34.66825397,0,8,0.023846968,0,NaN,0,0.688,0.0195,0.139,0.03,0.0115,0.0325,0.0155,0.083,0.0605,0.216,0.1135,0.011,0.5775,0,0.1105,0.0195,0,0.12,0.019,0.004,0,0,0.0065,0.0385,0,0,0,0,0.856187259,0.297422629,0.059655764,0.021491816,0.015495397,0.051745641
